transaction_id,amount,payment_method,failure_reason,recovery_probability,priority,recommended_action,action_status,actual_recovered
TX02799,217.14,Card,Authentication Failed,96.41,High,Generate Payment Link,Payment Link Created,1
TX05813,28896.16,NetBanking,Technical Error,21.97,Low,Defer Recovery,Deferred,1
TX09777,4733.69,Card,Insufficient Funds,31.79,Low,Defer Recovery,Deferred,0
TX04395,27272.11,NetBanking,Bank Declined,2.71,Low,Defer Recovery,Deferred,0
TX06196,25492.92,Wallet,Authentication Failed,99.0,High,Retry Payment,Retry Initiated,1
TX07468,41138.87,NetBanking,Bank Declined,99.72,High,Retry Payment,Retry Initiated,1
TX09765,40959.76,Wallet,Authentication Failed,19.92,Low,Defer Recovery,Deferred,0
TX09955,46661.39,Wallet,Timeout,99.85,High,Retry Payment,Retry Initiated,1
TX04234,42828.63,UPI,Insufficient Funds,99.92,High,Retry Payment,Retry Initiated,1
TX01939,24573.41,UPI,Bank Declined,99.8,High,Retry Payment,Retry Initiated,1
TX03874,29425.95,Wallet,Authentication Failed,1.22,Low,Defer Recovery,Deferred,0
TX08423,41729.35,NetBanking,Authentication Failed,99.03,High,Generate Payment Link,Payment Link Created,0
TX05240,3710.19,Wallet,Insufficient Funds,99.65,High,Retry Payment,Retry Initiated,1
TX09238,17660.06,Wallet,Timeout,14.24,Low,Defer Recovery,Deferred,1
TX03301,38792.93,Wallet,Bank Declined,10.2,Low,Defer Recovery,Deferred,1
TX04732,18446.14,NetBanking,Authentication Failed,58.77,Medium,Send Notification,Notification Sent,1
TX06903,8809.84,Wallet,Technical Error,24.1,Low,Defer Recovery,Deferred,1
TX07672,49202.51,NetBanking,Insufficient Funds,5.22,Low,Defer Recovery,Deferred,0
TX03612,10815.75,NetBanking,Bank Declined,99.26,High,Retry Payment,Retry Initiated,0
TX07621,11729.2,Card,Technical Error,18.96,Low,Defer Recovery,Deferred,1
TX09508,44447.92,Card,Timeout,97.42,High,Generate Payment Link,Payment Link Created,1
TX09656,43436.42,Wallet,Insufficient Funds,43.4,Medium,Send Notification,Notification Sent,1
TX06084,47062.9,NetBanking,Authentication Failed,11.14,Low,Defer Recovery,Deferred,1
TX04170,36641.81,UPI,Insufficient Funds,99.47,High,Retry Payment,Retry Initiated,1
TX05085,26111.26,Wallet,Insufficient Funds,12.9,Low,Defer Recovery,Deferred,0
TX00830,17144.36,NetBanking,Timeout,16.32,Low,Defer Recovery,Deferred,1
TX06230,47585.02,Wallet,Authentication Failed,99.08,High,Generate Payment Link,Payment Link Created,1
TX05430,20532.59,NetBanking,Insufficient Funds,15.45,Low,Defer Recovery,Deferred,1
TX04353,25657.28,Card,Insufficient Funds,41.57,Medium,Send Notification,Notification Sent,1
TX09442,26713.01,NetBanking,Technical Error,3.14,Low,Defer Recovery,Deferred,0
TX06376,14754.45,Card,Technical Error,99.68,High,Generate Payment Link,Payment Link Created,1
TX01434,22159.1,UPI,Authentication Failed,99.71,High,Retry Payment,Retry Initiated,1
TX05535,46840.73,UPI,Bank Declined,94.98,High,Generate Payment Link,Payment Link Created,0
TX01810,2073.92,Card,Insufficient Funds,94.93,High,Generate Payment Link,Payment Link Created,1
TX03950,23270.15,UPI,Bank Declined,99.89,High,Retry Payment,Retry Initiated,1
TX08169,27920.16,NetBanking,Technical Error,18.0,Low,Defer Recovery,Deferred,0
TX04090,3896.63,UPI,Technical Error,97.29,High,Generate Payment Link,Payment Link Created,1
TX06364,41461.97,NetBanking,Insufficient Funds,99.92,High,Retry Payment,Retry Initiated,1
TX06115,39819.06,Wallet,Authentication Failed,29.43,Low,Defer Recovery,Deferred,1
TX04506,3668.0,UPI,Bank Declined,1.03,Low,Defer Recovery,Deferred,0
TX05111,35368.85,UPI,Insufficient Funds,99.1,High,Retry Payment,Retry Initiated,1
TX02981,4243.63,UPI,Bank Declined,3.3,Low,Defer Recovery,Deferred,1
TX06407,10890.02,Card,Timeout,99.89,High,Retry Payment,Retry Initiated,1
TX01076,32176.05,NetBanking,Technical Error,99.97,High,Retry Payment,Retry Initiated,1
TX08787,30967.99,UPI,Insufficient Funds,16.19,Low,Defer Recovery,Deferred,1
TX04957,31816.11,NetBanking,Technical Error,37.68,Low,Defer Recovery,Deferred,1
TX06006,10319.6,NetBanking,Authentication Failed,42.98,Medium,Send Notification,Notification Sent,1
TX04616,37433.27,Wallet,Authentication Failed,22.19,Low,Defer Recovery,Deferred,1
TX05743,40721.94,NetBanking,Authentication Failed,99.94,High,Retry Payment,Retry Initiated,1
TX08403,12941.37,Wallet,Technical Error,98.5,High,Generate Payment Link,Payment Link Created,1
TX05736,18810.73,Wallet,Authentication Failed,19.37,Low,Defer Recovery,Deferred,1
TX05544,28284.43,NetBanking,Bank Declined,1.58,Low,Defer Recovery,Deferred,0
TX07314,32331.23,Wallet,Authentication Failed,99.95,High,Retry Payment,Retry Initiated,1
TX03158,29487.91,NetBanking,Timeout,5.02,Low,Defer Recovery,Deferred,0
TX00651,12716.59,Card,Insufficient Funds,3.95,Low,Defer Recovery,Deferred,0
TX05436,20154.75,Card,Bank Declined,99.07,High,Generate Payment Link,Payment Link Created,1
TX07494,44532.07,Card,Authentication Failed,6.33,Low,Defer Recovery,Deferred,0
TX09781,26915.45,UPI,Technical Error,9.54,Low,Defer Recovery,Deferred,0
TX01114,19572.9,Card,Technical Error,19.11,Low,Defer Recovery,Deferred,1
TX07098,49162.48,UPI,Timeout,14.48,Low,Defer Recovery,Deferred,1
TX07437,14541.32,Wallet,Authentication Failed,99.88,High,Retry Payment,Retry Initiated,1
TX09396,37882.61,UPI,Technical Error,99.76,High,Retry Payment,Retry Initiated,1
TX05112,39541.33,UPI,Insufficient Funds,53.11,Medium,Send Notification,Notification Sent,1
TX00634,34365.26,UPI,Timeout,6.27,Low,Defer Recovery,Deferred,0
TX04130,45752.82,NetBanking,Insufficient Funds,93.98,High,Generate Payment Link,Payment Link Created,0
TX02999,20471.05,Wallet,Technical Error,96.95,High,Generate Payment Link,Payment Link Created,1
TX05767,19425.83,Card,Insufficient Funds,99.55,High,Generate Payment Link,Payment Link Created,1
TX02971,47535.26,NetBanking,Insufficient Funds,94.79,High,Generate Payment Link,Payment Link Created,0
TX00465,2093.4,NetBanking,Insufficient Funds,97.12,High,Generate Payment Link,Payment Link Created,0
TX03796,38869.62,NetBanking,Insufficient Funds,34.07,Low,Defer Recovery,Deferred,0
TX01503,25134.79,NetBanking,Timeout,99.21,High,Generate Payment Link,Payment Link Created,1
TX09908,38679.62,NetBanking,Technical Error,13.14,Low,Defer Recovery,Deferred,1
TX01092,16926.9,Card,Timeout,27.09,Low,Defer Recovery,Deferred,1
TX03351,21895.18,Wallet,Technical Error,4.45,Low,Defer Recovery,Deferred,0
TX01062,8623.6,UPI,Authentication Failed,4.18,Low,Defer Recovery,Deferred,1
TX02267,49356.29,NetBanking,Technical Error,3.19,Low,Defer Recovery,Deferred,0
TX01178,16054.07,Card,Authentication Failed,7.82,Low,Defer Recovery,Deferred,1
TX05985,13700.13,NetBanking,Timeout,1.36,Low,Defer Recovery,Deferred,0
TX02996,15330.21,NetBanking,Technical Error,95.88,High,Generate Payment Link,Payment Link Created,0
TX09554,19570.78,Card,Technical Error,99.76,High,Retry Payment,Retry Initiated,1
TX06239,39983.37,Wallet,Insufficient Funds,98.72,High,Generate Payment Link,Payment Link Created,1
TX09186,32524.56,Card,Insufficient Funds,99.86,High,Retry Payment,Retry Initiated,1
TX04457,3169.14,Wallet,Insufficient Funds,99.96,High,Retry Payment,Retry Initiated,1
TX05893,33835.19,NetBanking,Authentication Failed,11.64,Low,Defer Recovery,Deferred,1
TX03477,20204.21,Card,Authentication Failed,99.0,High,Retry Payment,Retry Initiated,1
TX06009,1006.08,Card,Authentication Failed,9.73,Low,Defer Recovery,Deferred,1
TX08999,14196.69,UPI,Technical Error,99.74,High,Retry Payment,Retry Initiated,1
TX07690,41264.85,Wallet,Bank Declined,6.98,Low,Defer Recovery,Deferred,0
TX03227,9071.91,Card,Timeout,98.66,High,Retry Payment,Retry Initiated,0
TX07160,19598.44,NetBanking,Insufficient Funds,2.19,Low,Defer Recovery,Deferred,1
TX09667,43990.21,Wallet,Authentication Failed,99.69,High,Retry Payment,Retry Initiated,1
TX02113,47376.66,UPI,Timeout,1.95,Low,Defer Recovery,Deferred,0
TX07781,24740.56,Wallet,Bank Declined,5.4,Low,Defer Recovery,Deferred,0
TX03151,32890.23,Wallet,Bank Declined,6.8,Low,Defer Recovery,Deferred,0
TX06123,23178.46,Wallet,Bank Declined,17.88,Low,Defer Recovery,Deferred,0
TX09150,10550.48,NetBanking,Technical Error,94.89,High,Generate Payment Link,Payment Link Created,1
TX05469,26535.77,UPI,Timeout,7.2,Low,Defer Recovery,Deferred,1
TX08967,48610.61,Wallet,Authentication Failed,29.51,Low,Defer Recovery,Deferred,1
TX09714,40207.37,Wallet,Authentication Failed,45.05,Medium,Send Notification,Notification Sent,1
TX03263,28817.5,Wallet,Authentication Failed,27.16,Low,Defer Recovery,Deferred,1
TX09898,23480.49,Card,Technical Error,99.57,High,Retry Payment,Retry Initiated,1
TX08367,30873.95,UPI,Technical Error,9.1,Low,Defer Recovery,Deferred,0
TX03638,8761.25,Wallet,Authentication Failed,14.9,Low,Defer Recovery,Deferred,1
TX06993,21384.99,NetBanking,Insufficient Funds,4.97,Low,Defer Recovery,Deferred,1
TX07963,41984.61,Wallet,Timeout,95.75,High,Generate Payment Link,Payment Link Created,0
TX07558,2677.94,Card,Bank Declined,61.07,Medium,Send Notification,Notification Sent,1
TX03210,41282.89,Wallet,Bank Declined,88.81,High,Generate Payment Link,Payment Link Created,0
TX09971,40394.19,NetBanking,Timeout,5.81,Low,Defer Recovery,Deferred,0
TX06680,43614.28,NetBanking,Bank Declined,99.16,High,Generate Payment Link,Payment Link Created,0
TX02658,16289.47,Wallet,Technical Error,99.63,High,Retry Payment,Retry Initiated,1
TX06305,35233.87,NetBanking,Technical Error,58.31,Medium,Send Notification,Notification Sent,1
TX06824,24268.71,UPI,Technical Error,54.89,Medium,Send Notification,Notification Sent,1
TX00090,18922.37,Card,Authentication Failed,4.42,Low,Defer Recovery,Deferred,1
TX08234,25134.98,Wallet,Authentication Failed,0.65,Low,Defer Recovery,Deferred,0
TX08279,2842.18,NetBanking,Authentication Failed,13.91,Low,Defer Recovery,Deferred,1
TX06381,2761.67,Card,Bank Declined,11.72,Low,Defer Recovery,Deferred,0
TX02620,31729.11,Card,Insufficient Funds,24.61,Low,Defer Recovery,Deferred,1
TX07077,47068.83,NetBanking,Timeout,99.86,High,Retry Payment,Retry Initiated,1
TX04834,22063.41,UPI,Authentication Failed,35.44,Low,Defer Recovery,Deferred,1
TX01288,43680.72,NetBanking,Insufficient Funds,98.08,High,Generate Payment Link,Payment Link Created,0
TX05114,13161.47,UPI,Bank Declined,99.13,High,Retry Payment,Retry Initiated,1
TX06557,11725.31,Wallet,Technical Error,2.13,Low,Defer Recovery,Deferred,0
TX05542,26987.09,Wallet,Authentication Failed,99.81,High,Retry Payment,Retry Initiated,1
TX02183,18269.64,NetBanking,Technical Error,54.92,Medium,Send Notification,Notification Sent,1
TX08416,20272.71,UPI,Bank Declined,28.58,Low,Defer Recovery,Deferred,1
TX04385,25881.55,NetBanking,Timeout,30.99,Low,Defer Recovery,Deferred,0
TX04614,6370.49,Wallet,Authentication Failed,6.25,Low,Defer Recovery,Deferred,1
TX04455,20167.6,UPI,Timeout,15.9,Low,Defer Recovery,Deferred,1
TX05226,28325.68,NetBanking,Timeout,13.62,Low,Defer Recovery,Deferred,0
TX08837,48542.47,Wallet,Bank Declined,99.52,High,Retry Payment,Retry Initiated,0
TX09598,15433.95,Wallet,Bank Declined,98.73,High,Generate Payment Link,Payment Link Created,1
TX02866,10629.23,Card,Authentication Failed,31.09,Low,Defer Recovery,Deferred,1
TX05464,41203.84,UPI,Timeout,99.92,High,Retry Payment,Retry Initiated,1
TX03669,28365.54,NetBanking,Technical Error,42.63,Medium,Send Notification,Notification Sent,1
TX01335,42070.7,UPI,Authentication Failed,99.78,High,Generate Payment Link,Payment Link Created,1
TX01311,47383.5,NetBanking,Authentication Failed,99.54,High,Retry Payment,Retry Initiated,1
TX00788,18853.48,Card,Insufficient Funds,97.78,High,Generate Payment Link,Payment Link Created,1
TX06697,9777.0,UPI,Technical Error,17.86,Low,Defer Recovery,Deferred,1
TX08063,14935.3,NetBanking,Bank Declined,8.45,Low,Defer Recovery,Deferred,1
TX04343,33191.08,NetBanking,Insufficient Funds,98.61,High,Generate Payment Link,Payment Link Created,1
TX06869,19647.22,NetBanking,Technical Error,97.13,High,Generate Payment Link,Payment Link Created,1
TX08986,36782.28,NetBanking,Technical Error,9.35,Low,Defer Recovery,Deferred,0
TX07626,29177.8,NetBanking,Timeout,96.84,High,Generate Payment Link,Payment Link Created,0
TX04382,21441.82,Card,Authentication Failed,21.86,Low,Defer Recovery,Deferred,0
TX08556,1395.45,Wallet,Timeout,99.59,High,Retry Payment,Retry Initiated,0
TX07798,5915.58,Card,Authentication Failed,99.71,High,Retry Payment,Retry Initiated,1
TX08331,19440.33,Card,Technical Error,97.29,High,Generate Payment Link,Payment Link Created,1
TX03251,22421.89,NetBanking,Insufficient Funds,99.07,High,Generate Payment Link,Payment Link Created,1
TX07869,17263.63,NetBanking,Timeout,5.73,Low,Defer Recovery,Deferred,0
TX07333,34778.77,UPI,Technical Error,99.41,High,Retry Payment,Retry Initiated,1
TX00873,33330.76,NetBanking,Technical Error,99.04,High,Generate Payment Link,Payment Link Created,1
TX02659,16777.35,UPI,Authentication Failed,26.15,Low,Defer Recovery,Deferred,0
TX09919,30493.17,Wallet,Insufficient Funds,91.5,High,Generate Payment Link,Payment Link Created,0
TX00805,5563.17,Wallet,Insufficient Funds,19.49,Low,Defer Recovery,Deferred,1
TX07292,10941.14,UPI,Technical Error,3.27,Low,Defer Recovery,Deferred,1
TX07248,2605.63,Card,Timeout,7.87,Low,Defer Recovery,Deferred,1
TX09981,15243.86,Card,Timeout,28.58,Low,Defer Recovery,Deferred,1
TX02161,15142.66,UPI,Technical Error,99.73,High,Generate Payment Link,Payment Link Created,1
TX02783,12959.01,Card,Technical Error,14.0,Low,Defer Recovery,Deferred,0
TX02871,39219.23,UPI,Technical Error,9.38,Low,Defer Recovery,Deferred,1
TX07380,49609.37,Wallet,Technical Error,98.44,High,Retry Payment,Retry Initiated,1
TX02716,20731.94,Card,Authentication Failed,1.61,Low,Defer Recovery,Deferred,0
TX00028,38340.73,Wallet,Authentication Failed,6.67,Low,Defer Recovery,Deferred,1
TX05347,48704.16,UPI,Authentication Failed,97.72,High,Generate Payment Link,Payment Link Created,1
TX01539,12044.55,UPI,Authentication Failed,98.25,High,Generate Payment Link,Payment Link Created,1
TX07019,5791.11,NetBanking,Timeout,5.51,Low,Defer Recovery,Deferred,0
TX09498,34920.45,NetBanking,Authentication Failed,18.02,Low,Defer Recovery,Deferred,0
TX03596,14545.94,Wallet,Authentication Failed,99.86,High,Retry Payment,Retry Initiated,1
TX04519,14380.43,Card,Authentication Failed,99.95,High,Retry Payment,Retry Initiated,1
TX00979,10328.46,Wallet,Authentication Failed,99.24,High,Retry Payment,Retry Initiated,1
TX09352,45307.16,Wallet,Technical Error,6.45,Low,Defer Recovery,Deferred,0
TX02558,26437.82,Wallet,Technical Error,99.81,High,Retry Payment,Retry Initiated,1
TX01970,1016.08,UPI,Technical Error,7.61,Low,Defer Recovery,Deferred,0
TX06262,23401.67,Wallet,Bank Declined,8.61,Low,Defer Recovery,Deferred,0
TX06676,382.04,Wallet,Technical Error,9.1,Low,Defer Recovery,Deferred,0
TX08951,48210.88,Wallet,Technical Error,18.61,Low,Defer Recovery,Deferred,0
TX04792,112.02,UPI,Bank Declined,3.63,Low,Defer Recovery,Deferred,0
TX05153,15576.35,UPI,Technical Error,24.72,Low,Defer Recovery,Deferred,1
TX03058,14992.69,NetBanking,Bank Declined,2.44,Low,Defer Recovery,Deferred,0
TX06684,19814.31,UPI,Authentication Failed,5.51,Low,Defer Recovery,Deferred,0
TX03232,1737.99,Wallet,Timeout,19.98,Low,Defer Recovery,Deferred,0
TX03524,30252.55,NetBanking,Timeout,99.84,High,Retry Payment,Retry Initiated,1
TX07201,21040.77,UPI,Timeout,6.6,Low,Defer Recovery,Deferred,0
TX00987,16029.34,NetBanking,Technical Error,20.21,Low,Defer Recovery,Deferred,0
TX02694,1143.38,Wallet,Authentication Failed,54.73,Medium,Send Notification,Notification Sent,1
TX04422,38746.42,UPI,Timeout,98.86,High,Generate Payment Link,Payment Link Created,0
TX07219,17195.68,UPI,Bank Declined,6.9,Low,Defer Recovery,Deferred,1
TX09160,10273.94,UPI,Authentication Failed,41.44,Medium,Send Notification,Notification Sent,1
TX04717,8212.1,UPI,Authentication Failed,99.63,High,Generate Payment Link,Payment Link Created,1
TX06691,36325.84,Wallet,Technical Error,99.19,High,Generate Payment Link,Payment Link Created,1
TX01017,27029.12,UPI,Insufficient Funds,37.64,Low,Defer Recovery,Deferred,0
TX01253,25235.6,Wallet,Bank Declined,99.53,High,Retry Payment,Retry Initiated,1
TX04013,35519.26,Card,Bank Declined,40.34,Medium,Send Notification,Notification Sent,0
TX03255,7900.94,NetBanking,Insufficient Funds,2.0,Low,Defer Recovery,Deferred,0
TX09526,38443.69,UPI,Authentication Failed,49.86,Medium,Send Notification,Notification Sent,0
TX07967,24251.14,Wallet,Bank Declined,99.21,High,Retry Payment,Retry Initiated,1
TX07880,47017.69,UPI,Bank Declined,98.65,High,Generate Payment Link,Payment Link Created,1
TX01590,40916.38,NetBanking,Bank Declined,97.62,High,Generate Payment Link,Payment Link Created,1
TX04540,28178.17,NetBanking,Timeout,74.4,Medium,Send Notification,Notification Sent,1
TX08654,9616.79,Card,Authentication Failed,0.94,Low,Defer Recovery,Deferred,1
TX07467,37854.04,Wallet,Timeout,61.71,Medium,Send Notification,Notification Sent,1
TX04571,14347.7,NetBanking,Technical Error,7.98,Low,Defer Recovery,Deferred,1
TX01133,36033.56,NetBanking,Bank Declined,22.33,Low,Defer Recovery,Deferred,1
TX05700,28909.35,NetBanking,Timeout,95.6,High,Generate Payment Link,Payment Link Created,1
TX03322,1204.51,NetBanking,Timeout,4.1,Low,Defer Recovery,Deferred,0
TX00837,39525.15,Card,Bank Declined,4.63,Low,Defer Recovery,Deferred,1
TX04942,38782.02,NetBanking,Insufficient Funds,99.63,High,Generate Payment Link,Payment Link Created,1
TX06655,516.65,Wallet,Technical Error,99.69,High,Retry Payment,Retry Initiated,1
TX00102,37144.26,NetBanking,Bank Declined,97.29,High,Generate Payment Link,Payment Link Created,1
TX02074,30293.06,UPI,Authentication Failed,53.63,Medium,Send Notification,Notification Sent,1
TX09439,12924.61,NetBanking,Technical Error,99.68,High,Retry Payment,Retry Initiated,1
TX05013,30076.91,Card,Insufficient Funds,99.52,High,Retry Payment,Retry Initiated,0
TX05877,42476.04,NetBanking,Bank Declined,99.04,High,Generate Payment Link,Payment Link Created,1
TX06713,8320.58,Card,Technical Error,99.34,High,Retry Payment,Retry Initiated,1
TX05931,2109.88,Wallet,Authentication Failed,13.58,Low,Defer Recovery,Deferred,1
TX07760,21807.1,Card,Authentication Failed,0.75,Low,Defer Recovery,Deferred,0
TX04669,27163.71,UPI,Authentication Failed,8.65,Low,Defer Recovery,Deferred,1
TX00597,22698.88,Wallet,Authentication Failed,99.65,High,Retry Payment,Retry Initiated,1
TX02380,4009.08,NetBanking,Technical Error,56.84,Medium,Send Notification,Notification Sent,1
TX03025,6101.52,Wallet,Insufficient Funds,99.62,High,Generate Payment Link,Payment Link Created,1
TX02044,29090.33,Card,Bank Declined,29.86,Low,Defer Recovery,Deferred,0
TX04662,49758.45,Wallet,Bank Declined,99.43,High,Generate Payment Link,Payment Link Created,1
TX05903,19954.14,Wallet,Bank Declined,98.83,High,Retry Payment,Retry Initiated,0
TX04235,5707.91,NetBanking,Bank Declined,13.52,Low,Defer Recovery,Deferred,1
TX01907,47983.65,Card,Timeout,4.52,Low,Defer Recovery,Deferred,0
TX06349,33637.01,UPI,Timeout,17.62,Low,Defer Recovery,Deferred,1
TX00558,15776.69,Wallet,Technical Error,11.63,Low,Defer Recovery,Deferred,0
TX05530,3800.54,Card,Bank Declined,12.68,Low,Defer Recovery,Deferred,1
TX02478,44748.62,Card,Bank Declined,2.24,Low,Defer Recovery,Deferred,0
TX09617,8111.83,NetBanking,Timeout,99.54,High,Retry Payment,Retry Initiated,1
TX07325,41659.17,NetBanking,Technical Error,96.0,High,Generate Payment Link,Payment Link Created,1
TX08268,21625.14,UPI,Insufficient Funds,71.11,Medium,Send Notification,Notification Sent,1
TX02992,24791.94,UPI,Timeout,7.01,Low,Defer Recovery,Deferred,0
TX01337,21574.12,NetBanking,Timeout,3.57,Low,Defer Recovery,Deferred,1
TX04863,47535.53,UPI,Bank Declined,1.52,Low,Defer Recovery,Deferred,0
TX04688,33823.0,Card,Technical Error,99.05,High,Retry Payment,Retry Initiated,0
TX05550,7045.47,Wallet,Insufficient Funds,55.51,Medium,Send Notification,Notification Sent,1
TX07269,22859.66,Wallet,Technical Error,99.88,High,Retry Payment,Retry Initiated,1
TX07983,16553.58,Card,Insufficient Funds,6.34,Low,Defer Recovery,Deferred,1
TX04445,41655.68,Card,Bank Declined,23.62,Low,Defer Recovery,Deferred,1
TX01270,31462.34,Wallet,Bank Declined,99.86,High,Retry Payment,Retry Initiated,1
TX08157,8705.35,Card,Technical Error,48.54,Medium,Send Notification,Notification Sent,1
TX05836,38600.17,NetBanking,Technical Error,99.67,High,Retry Payment,Retry Initiated,1
TX08413,27432.1,Wallet,Technical Error,40.87,Medium,Send Notification,Notification Sent,1
TX07444,29342.22,Wallet,Bank Declined,32.64,Low,Defer Recovery,Deferred,1
TX01437,29324.15,UPI,Timeout,2.34,Low,Defer Recovery,Deferred,0
TX08722,41593.6,Card,Insufficient Funds,99.64,High,Retry Payment,Retry Initiated,1
TX02526,16701.24,Card,Bank Declined,8.09,Low,Defer Recovery,Deferred,0
TX01801,19030.34,UPI,Insufficient Funds,1.26,Low,Defer Recovery,Deferred,0
TX05662,37470.99,NetBanking,Timeout,97.93,High,Retry Payment,Retry Initiated,1
TX00356,15710.43,Card,Technical Error,2.17,Low,Defer Recovery,Deferred,0
TX07808,46980.1,NetBanking,Insufficient Funds,94.92,High,Generate Payment Link,Payment Link Created,0
TX08207,28613.43,Card,Timeout,7.78,Low,Defer Recovery,Deferred,0
TX03009,14236.5,NetBanking,Technical Error,6.09,Low,Defer Recovery,Deferred,0
TX00439,41765.19,Card,Timeout,2.28,Low,Defer Recovery,Deferred,0
TX08911,32903.91,UPI,Bank Declined,99.95,High,Retry Payment,Retry Initiated,1
TX03262,11419.17,Card,Timeout,99.49,High,Generate Payment Link,Payment Link Created,1
TX06499,1347.71,UPI,Authentication Failed,99.27,High,Retry Payment,Retry Initiated,1
TX07309,33983.95,NetBanking,Authentication Failed,2.92,Low,Defer Recovery,Deferred,0
TX02715,10103.41,Wallet,Authentication Failed,43.73,Medium,Send Notification,Notification Sent,1
TX03684,23883.36,Card,Authentication Failed,98.81,High,Generate Payment Link,Payment Link Created,1
TX07331,25442.32,NetBanking,Timeout,2.75,Low,Defer Recovery,Deferred,0
TX08998,27147.57,Wallet,Insufficient Funds,98.37,High,Generate Payment Link,Payment Link Created,1
TX09507,18529.58,Wallet,Insufficient Funds,10.83,Low,Defer Recovery,Deferred,1
TX03043,20174.5,Card,Timeout,99.08,High,Generate Payment Link,Payment Link Created,0
TX03365,250.74,Wallet,Bank Declined,99.45,High,Generate Payment Link,Payment Link Created,1
TX03077,16816.93,Card,Timeout,10.2,Low,Defer Recovery,Deferred,1
TX04119,36750.9,UPI,Technical Error,99.76,High,Retry Payment,Retry Initiated,1
TX00536,33794.02,UPI,Insufficient Funds,98.82,High,Generate Payment Link,Payment Link Created,1
TX09676,18230.36,Card,Timeout,9.28,Low,Defer Recovery,Deferred,0
TX07472,38276.67,NetBanking,Insufficient Funds,7.25,Low,Defer Recovery,Deferred,0
TX07683,33733.91,Wallet,Timeout,11.33,Low,Defer Recovery,Deferred,1
TX07620,23456.24,NetBanking,Authentication Failed,99.53,High,Retry Payment,Retry Initiated,1
TX01923,26930.84,Card,Insufficient Funds,1.92,Low,Defer Recovery,Deferred,0
TX05870,10770.56,UPI,Timeout,99.09,High,Generate Payment Link,Payment Link Created,1
TX05568,36609.13,NetBanking,Bank Declined,98.79,High,Generate Payment Link,Payment Link Created,1
TX05147,33487.09,Wallet,Bank Declined,2.92,Low,Defer Recovery,Deferred,0
TX09920,40384.98,Card,Bank Declined,99.47,High,Retry Payment,Retry Initiated,1
TX07885,48718.45,Card,Timeout,99.86,High,Retry Payment,Retry Initiated,1
TX03584,28712.74,UPI,Insufficient Funds,10.33,Low,Defer Recovery,Deferred,1
TX05765,18789.35,NetBanking,Insufficient Funds,16.64,Low,Defer Recovery,Deferred,1
TX07223,39682.16,NetBanking,Technical Error,98.34,High,Retry Payment,Retry Initiated,0
TX00222,28585.61,Card,Timeout,26.91,Low,Defer Recovery,Deferred,1
TX07691,11930.16,NetBanking,Technical Error,18.73,Low,Defer Recovery,Deferred,0
TX04950,32726.12,UPI,Technical Error,99.23,High,Retry Payment,Retry Initiated,1
TX04921,44693.07,Card,Authentication Failed,0.75,Low,Defer Recovery,Deferred,0
TX06564,10991.65,Wallet,Timeout,53.87,Medium,Send Notification,Notification Sent,1
TX05646,20452.22,Card,Insufficient Funds,7.44,Low,Defer Recovery,Deferred,0
TX01494,15486.77,Wallet,Insufficient Funds,18.25,Low,Defer Recovery,Deferred,0
TX09716,26002.68,UPI,Insufficient Funds,99.22,High,Generate Payment Link,Payment Link Created,1
TX02201,2060.67,Wallet,Bank Declined,23.2,Low,Defer Recovery,Deferred,0
TX08461,15802.98,Card,Insufficient Funds,42.9,Medium,Send Notification,Notification Sent,1
TX09881,8972.14,NetBanking,Bank Declined,98.32,High,Retry Payment,Retry Initiated,0
TX04867,15668.87,UPI,Authentication Failed,9.37,Low,Defer Recovery,Deferred,1
TX07165,24441.89,Wallet,Authentication Failed,29.76,Low,Defer Recovery,Deferred,1
TX05514,26281.95,Card,Authentication Failed,22.47,Low,Defer Recovery,Deferred,1
TX06656,5606.72,Wallet,Bank Declined,95.2,High,Generate Payment Link,Payment Link Created,1
TX07976,17868.87,Wallet,Insufficient Funds,26.24,Low,Defer Recovery,Deferred,0
TX01824,15570.7,NetBanking,Timeout,25.35,Low,Defer Recovery,Deferred,1
TX06319,40893.16,Wallet,Timeout,19.47,Low,Defer Recovery,Deferred,0
TX06841,33955.33,Wallet,Bank Declined,9.67,Low,Defer Recovery,Deferred,0
TX08914,5073.09,Card,Insufficient Funds,97.27,High,Generate Payment Link,Payment Link Created,1
TX08791,46100.09,NetBanking,Timeout,8.58,Low,Defer Recovery,Deferred,0
TX04755,14374.4,Card,Bank Declined,1.41,Low,Defer Recovery,Deferred,0
TX08623,8265.73,Card,Insufficient Funds,99.92,High,Retry Payment,Retry Initiated,1
TX06106,20132.03,NetBanking,Timeout,21.39,Low,Defer Recovery,Deferred,1
TX08386,32855.02,UPI,Insufficient Funds,99.42,High,Retry Payment,Retry Initiated,1
TX02588,17828.95,UPI,Authentication Failed,9.76,Low,Defer Recovery,Deferred,0
TX00056,28314.26,Wallet,Insufficient Funds,13.94,Low,Defer Recovery,Deferred,0
TX08370,49576.23,Card,Bank Declined,12.57,Low,Defer Recovery,Deferred,0
TX00326,10957.64,UPI,Technical Error,20.2,Low,Defer Recovery,Deferred,1
TX09221,28965.82,UPI,Insufficient Funds,9.34,Low,Defer Recovery,Deferred,1
TX01779,24637.72,UPI,Insufficient Funds,21.23,Low,Defer Recovery,Deferred,1
